"","userid","mobile_likes","www_likes"
"14510",2045898,177,0
"14511",2080830,169,16
"14512",1147880,168,16
"14513",1617709,188,0
"14514",1640862,186,0
"14515",1955425,106,89
"14516",1599975,207,0
"14517",1030868,206,0
"14518",1121890,219,0
"14519",1371196,218,0
"14520",1375468,221,5
"14521",1017440,216,13
"14522",1383606,228,0
"14523",1953670,230,0
"14524",1638366,210,29
"14525",1149554,234,0
"14526",1924665,239,0
"14527",1678087,149,99
"14528",1853342,192,64
"14529",1033902,253,0
"14530",2016352,255,0
"14531",2055323,259,0
"14532",1423373,211,57
"14533",1668798,247,21
"14534",1904174,270,0
"14535",1512154,267,0
"14536",1974773,250,35
"14537",1926464,279,18
"14538",1304437,304,0
"14539",1398460,296,0
"14540",1933066,312,0
"14541",1666859,197,146
"14542",1754438,338,0
"14543",1701043,211,156
"14544",2164932,385,0
"14545",1329895,386,0
"14546",1979074,394,0
"14547",1034159,306,92
"14548",1285829,413,0
"14549",1290756,443,0
"14550",1619824,436,0
"14551",1113431,426,0
"14552",2178404,437,0
"14553",1275078,339,139
"14554",1183592,258,211
"14555",1509563,258,223
"14556",1541888,459,8
"14557",1875795,463,1
"14558",2112254,510,0
"14559",1557449,558,0
"14560",1752345,580,4
"14561",1667036,564,0
"14562",1079236,582,0
"14563",1651212,650,0
"14564",2077636,712,13
"14565",1039889,690,0
"14566",2108134,756,0
"14567",1476685,641,325
"14568",1770474,859,121
"14569",2148981,914,0
"14570",1931528,1114,16
"14571",1596232,1121,0
"14572",1272974,1035,781
"14573",2062977,2127,0
"14574",2021060,1961,0
"14575",1922073,3109,0
"14576",1934356,2562,0
"14577",1775409,1,0
"14578",1194385,1,0
"14579",2113544,1,0
"14580",1185657,1,0
"14581",1119520,1,0
"14582",1207359,1,0
"14583",1675365,1,0
"14584",1219005,1,0
"14585",1588263,1,0
"14586",2025639,1,0
"14587",1378203,1,0
"14588",1846398,1,0
"14589",1735429,1,0
"14590",2165121,1,0
"14591",1794203,1,0
"14592",1540654,1,0
"14593",1964007,1,0
"14594",1789685,1,0
"14595",1731599,1,0
"14596",1638168,1,0
"14597",1059376,1,0
"14598",2129687,1,0
"14599",1750293,1,0
"14600",2055495,1,0
"14601",2022497,1,0
"14602",2036326,1,0
"14603",1062368,1,0
"14604",1911657,1,0
"14605",1579990,1,0
"14606",1229158,1,0
"14607",1021462,1,0
"14608",1763875,1,0
"14609",1509345,1,0
"14610",1946755,1,0
"14611",1945716,1,0
"14612",2075521,1,0
"14613",1779931,1,0
"14614",1861448,1,0
"14615",1090883,1,0
"14616",2081613,1,0
"14617",1204882,1,0
"14618",2032750,1,0
"14619",1839306,1,0
"14620",1672008,1,0
"14621",1317854,1,0
"14622",2057768,1,0
"14623",1962813,1,0
"14624",1964942,1,0
"14625",1297826,1,0
"14626",1170784,1,0
"14627",1010837,1,0
"14628",2180424,1,0
"14629",1621993,1,0
"14630",2182521,1,0
"14631",1755986,1,0
"14632",1517181,2,0
"14633",1455250,2,0
"14634",1240815,2,0
"14635",1579173,2,0
"14636",1449954,2,0
"14637",1647105,2,0
"14638",1859684,2,0
"14639",1204890,2,0
"14640",1897446,2,0
"14641",1222320,2,0
"14642",1449900,2,0
"14643",1505904,2,0
"14644",1259852,2,0
"14645",2091055,2,0
"14646",1915432,2,0
"14647",1920996,2,0
"14648",1069017,2,0
"14649",1039288,2,0
"14650",1962882,2,0
"14651",1051558,2,0
"14652",1842060,2,0
"14653",2122373,2,0
"14654",1801264,2,0
"14655",2153561,2,0
"14656",1990611,2,0
"14657",1406376,2,0
"14658",1048048,2,0
"14659",1813190,2,1
"14660",2083304,2,1
"14661",1802306,3,0
"14662",1559204,3,0
"14663",1111339,3,0
"14664",1337825,3,0
"14665",1241689,3,0
"14666",1085052,3,0
"14667",1595473,3,0
"14668",1185740,3,0
"14669",1134740,3,0
"14670",1478514,3,0
"14671",2174872,3,0
"14672",2121747,3,0
"14673",1116531,3,0
"14674",1104804,3,0
"14675",1680944,3,0
"14676",1079009,3,0
"14677",1131642,3,0
"14678",1055974,3,0
"14679",1225773,3,0
"14680",1962153,3,1
"14681",1471611,4,0
"14682",1627230,4,0
"14683",1118766,4,0
"14684",1328224,4,0
"14685",1468154,4,0
"14686",1968770,4,0
"14687",1367759,4,0
"14688",1176552,4,0
"14689",1877908,4,0
"14690",1486799,4,0
"14691",1689781,4,0
"14692",1059496,4,0
"14693",1027655,4,0
"14694",1479484,4,0
"14695",1072283,4,0
"14696",1986965,4,0
"14697",1578151,3,2
"14698",2168671,4,1
"14699",2152877,5,0
"14700",1461947,5,0
"14701",1899363,5,0
"14702",1362018,5,0
"14703",1773881,5,0
"14704",1124774,5,0
"14705",2163293,5,0
"14706",1935662,5,0
"14707",1910470,5,0
"14708",1854377,5,0
"14709",1110127,5,0
"14710",1046943,5,0
"14711",2038450,5,0
"14712",1106833,5,0
"14713",2087659,4,2
"14714",1077851,5,1
"14715",1769026,6,0
"14716",1164949,6,0
"14717",1862685,6,0
"14718",1071161,6,0
"14719",1185534,6,0
"14720",2041370,6,0
"14721",2062075,6,0
"14722",1134396,6,0
"14723",1450149,4,3
"14724",1416420,4,3
"14725",1159217,7,0
"14726",2092759,7,0
"14727",1916213,7,0
"14728",2137559,7,0
"14729",1618145,7,0
"14730",1190259,7,0
"14731",1063914,7,0
"14732",1104044,7,0
"14733",1786429,7,0
"14734",2167721,7,0
"14735",1708453,7,0
"14736",1683073,7,0
"14737",1091199,7,0
"14738",1985167,7,0
"14739",2015449,5,3
"14740",2032415,7,1
"14741",1295593,8,0
"14742",1100812,8,0
"14743",1663291,8,0
"14744",1752080,8,0
"14745",2064912,8,0
"14746",1520806,8,0
"14747",1679120,8,0
"14748",1169427,8,0
"14749",1365463,8,0
"14750",1363153,8,0
"14751",1231614,8,0
"14752",1345291,7,2
"14753",2193148,9,0
"14754",1338782,9,0
"14755",1239006,9,0
"14756",1432786,9,0
"14757",1763448,9,0
"14758",1946592,9,0
"14759",1428901,9,0
"14760",1200104,9,0
"14761",1879245,9,0
"14762",1203493,7,3
"14763",2063127,10,0
"14764",1451950,10,0
"14765",1727839,10,0
"14766",1010394,10,0
"14767",1008723,10,0
"14768",1628614,10,0
"14769",1338609,7,4
"14770",1440431,7,4
"14771",1558098,9,2
"14772",1360955,11,0
"14773",1688107,11,0
"14774",1613434,11,0
"14775",1826991,11,0
"14776",1524532,11,0
"14777",1203804,11,0
"14778",1292217,11,0
"14779",1723051,11,0
"14780",1217350,11,0
"14781",1680085,12,0
"14782",1076510,12,0
"14783",1174956,12,0
"14784",1673374,12,0
"14785",1485994,13,0
"14786",1095562,13,0
"14787",1652865,14,0
"14788",1727065,14,0
"14789",1797509,14,0
"14790",1729315,14,0
"14791",1833450,14,0
"14792",1047617,14,0
"14793",1583022,14,0
"14794",1386745,14,0
"14795",2012693,14,0
"14796",1770860,14,0
"14797",1249848,12,3
"14798",1457849,14,1
"14799",1016387,15,0
"14800",1572864,15,0
"14801",1400342,15,0
"14802",1632416,16,0
"14803",1368307,10,7
"14804",1877160,17,0
"14805",1952918,17,0
"14806",1942937,17,0
"14807",1605178,17,0
"14808",1720742,17,0
"14809",2116612,17,0
"14810",1495930,17,0
"14811",1739113,12,6
"14812",1192245,17,1
"14813",1367181,18,0
"14814",2178133,18,0
"14815",1498227,18,0
"14816",1364735,18,0
"14817",1181956,18,0
"14818",1270482,18,0
"14819",1501976,18,0
"14820",1637621,14,5
"14821",1793733,19,0
"14822",2060989,19,0
"14823",2157272,19,0
"14824",1729528,19,0
"14825",1195772,19,0
"14826",1770185,16,4
"14827",1612275,16,4
"14828",1285804,19,1
"14829",1341328,20,0
"14830",1899567,20,0
"14831",1681582,20,0
"14832",2027588,20,0
"14833",1965898,20,0
"14834",1123902,18,3
"14835",2040137,21,0
"14836",1354292,21,0
"14837",1592698,22,0
"14838",1190058,22,0
"14839",1873333,22,0
"14840",1323014,22,0
"14841",1013678,12,11
"14842",1339211,23,0
"14843",1645756,23,0
"14844",1748482,23,0
"14845",1310585,23,0
"14846",1007808,23,0
"14847",1601424,23,0
"14848",2092243,15,9
"14849",1304071,14,10
"14850",2052321,14,10
"14851",1575787,24,0
"14852",2139284,25,0
"14853",1799729,25,0
"14854",1207355,25,0
"14855",1601296,25,0
"14856",2040401,25,0
"14857",1598101,25,0
"14858",1139107,26,0
"14859",1629943,26,0
"14860",2005946,27,0
"14861",1750772,27,0
"14862",1150831,27,0
"14863",1011949,27,0
"14864",1164793,22,6
"14865",1397233,28,0
"14866",1361832,28,0
"14867",1358084,28,0
"14868",2105454,28,0
"14869",1041321,17,12
"14870",1747651,26,3
"14871",1537453,29,0
"14872",2114253,31,0
"14873",1144173,30,0
"14874",1750936,30,0
"14875",1244914,30,0
"14876",1168222,30,0
"14877",1224884,30,0
"14878",2028840,31,0
"14879",1738677,24,9
"14880",1344111,27,6
"14881",2109674,33,0
"14882",1957812,33,0
"14883",1809053,33,0
"14884",1874371,34,0
"14885",1202042,34,0
"14886",1823020,35,1
"14887",1997438,36,0
"14888",1523219,36,0
"14889",1107685,35,0
"14890",2161619,35,0
"14891",1917003,35,0
"14892",2077765,36,0
"14893",1678721,36,0
"14894",1961992,20,17
"14895",1438997,37,0
"14896",1050813,37,0
"14897",1240129,37,0
"14898",2099550,37,0
"14899",1984411,37,0
"14900",1355129,37,2
"14901",1675985,39,0
"14902",1059777,38,0
"14903",1035890,39,0
"14904",2131014,39,0
"14905",1266506,40,0
"14906",1527013,40,0
"14907",1406181,40,0
"14908",1040725,40,2
"14909",1599238,41,0
"14910",1094220,41,0
"14911",1313934,41,0
"14912",1420075,42,0
"14913",1764161,44,0
"14914",1919952,44,0
"14915",1579531,43,0
"14916",1564675,44,0
"14917",1071441,43,2
"14918",1141505,45,0
"14919",1700102,45,0
"14920",1965117,45,0
"14921",1575835,45,0
"14922",1444398,45,1
"14923",1051889,46,0
"14924",1470104,47,0
"14925",2077861,47,0
"14926",1359685,47,1
"14927",1604767,48,0
"14928",2060881,48,0
"14929",1359628,48,0
"14930",1108657,48,0
"14931",1583860,53,0
"14932",1269391,52,2
"14933",1614032,55,0
"14934",2017031,55,0
"14935",1737731,32,24
"14936",1468710,49,9
"14937",1507052,51,6
"14938",1977246,56,0
"14939",1955862,58,0
"14940",1355085,60,0
"14941",2076172,60,0
"14942",2111706,59,0
"14943",2119141,59,0
"14944",1233900,53,9
"14945",1587493,62,0
"14946",1819150,61,0
"14947",1067425,50,15
"14948",1272875,38,29
"14949",1243578,58,9
"14950",1410654,65,5
"14951",1968345,67,3
"14952",1786911,71,0
"14953",1248608,71,0
"14954",1537335,69,0
"14955",1182110,69,5
"14956",2116295,72,0
"14957",2045521,73,0
"14958",2140774,73,0
"14959",1498023,41,34
"14960",1118642,76,0
"14961",1969766,75,0
"14962",1823804,80,0
"14963",1560835,79,0
"14964",1159199,78,0
"14965",1037650,45,36
"14966",1349080,82,0
"14967",2095369,84,0
"14968",2131583,86,0
"14969",1208186,86,0
"14970",1665345,87,0
"14971",1631567,86,0
"14972",1624752,91,0
"14973",1442413,71,24
"14974",2061783,78,16
"14975",1773686,92,0
"14976",1804784,94,0
"14977",1901718,94,0
"14978",1519958,96,3
"14979",1413686,99,0
"14980",1198314,98,0
"14981",1540755,99,0
"14982",2112642,100,0
"14983",1297044,101,0
"14984",2006643,98,9
"14985",1062158,106,0
"14986",1229864,105,0
"14987",1462593,111,0
"14988",1323518,113,1
"14989",1652243,114,0
"14990",2150879,114,0
"14991",1970159,124,0
"14992",1285334,120,0
"14993",1605643,121,0
"14994",1076588,68,62
"14995",1478888,70,55
"14996",1729548,123,3
"14997",1568680,94,32
"14998",1202337,118,9
"14999",1172167,126,2
"15000",1007585,124,1
"15001",2009259,125,0
"15002",1972968,128,0
"15003",1100628,125,0
"15004",1439921,126,9
"15005",1986609,122,13
"15006",2135959,113,18
"15007",2083965,136,0
"15008",2079300,133,0
"15009",1186150,131,0
"15010",1560218,129,13
"15011",1933166,143,0
"15012",1801506,138,0
"15013",1727956,143,0
"15014",1529912,145,0
"15015",2118131,146,0
"15016",1436909,146,0
"15017",1040179,144,0
"15018",2113339,150,2
"15019",1839871,156,0
"15020",1715648,93,69
"15021",1045473,160,0
"15022",1987572,138,27
"15023",1596757,171,1
"15024",1403446,170,1
"15025",1616838,129,47
"15026",1431539,174,1
"15027",1373571,176,0
"15028",2070079,175,0
"15029",1806013,179,0
"15030",1061300,184,0
"15031",1616437,189,0
"15032",1457691,149,42
"15033",2021539,199,0
"15034",1768661,200,0
"15035",1004820,191,0
"15036",1449823,201,0
"15037",1980413,208,0
"15038",1860548,202,0
"15039",1066996,216,5
"15040",1790778,220,10
"15041",1269705,221,2
"15042",1547652,222,0
"15043",1660401,227,0
"15044",1561404,230,0
"15045",2115341,219,23
"15046",1973524,239,2
"15047",1793131,234,1
"15048",1331569,234,0
"15049",2000887,236,0
"15050",1747327,249,1
"15051",1646200,257,0
"15052",1104501,263,0
"15053",2149408,186,102
"15054",1055699,272,19
"15055",1369860,292,0
"15056",1482859,277,0
"15057",1866382,280,0
"15058",1491055,299,0
"15059",1723826,308,0
"15060",1440865,317,0
"15061",1337537,311,0
"15062",1801516,333,3
"15063",1542434,346,0
"15064",1385243,276,87
"15065",2166698,352,0
"15066",1038964,376,0
"15067",1169853,377,0
"15068",1698219,372,24
"15069",1403678,401,1
"15070",1459180,244,203
"15071",1043141,426,0
"15072",1387883,477,0
"15073",1136483,456,0
"15074",2191231,493,25
"15075",1390654,483,16
"15076",1208677,496,20
"15077",1800075,503,0
"15078",2013086,468,58
"15079",1342411,558,0
"15080",1045703,604,0
"15081",1427457,600,0
"15082",1255545,729,2
"15083",1378841,814,0
"15084",1532433,683,206
"15085",2038291,978,0
"15086",1558263,935,0
"15087",1055853,1071,0
"15088",1241072,1258,26
"15089",1765793,924,349
"15090",1891225,1165,9
"15091",1892256,1157,0
"15092",1311965,1410,570
"15093",1564531,2293,0
"15094",1891148,2968,534
"15095",1748239,1,0
"15096",2060450,1,0
"15097",1229075,1,0
"15098",1822393,1,0
"15099",1727644,1,0
"15100",1152531,1,0
"15101",1550891,1,0
"15102",1625179,1,0
"15103",1057129,1,0
"15104",2099703,1,0
"15105",2018089,1,0
"15106",1341018,1,0
"15107",1826969,1,0
"15108",2037158,1,0
"15109",1491700,1,0
"15110",1185622,1,0
"15111",1923230,1,0
"15112",1537297,1,0
"15113",1726189,1,0
"15114",1858654,1,0
"15115",1524944,1,0
"15116",1554601,1,0
"15117",1783072,1,0
"15118",1713137,1,0
"15119",1261369,1,0
"15120",2025740,1,0
"15121",2179777,1,0
"15122",1384004,1,0
"15123",2172119,1,0
"15124",1959922,1,0
"15125",1813035,1,0
"15126",1313335,1,0
"15127",2006877,1,0
"15128",1214956,1,0
"15129",1438010,1,0
"15130",1908503,1,0
"15131",1531343,1,0
"15132",1517464,1,0
"15133",1147105,1,0
"15134",2039704,1,0
"15135",2156755,1,0
"15136",1628029,1,0
"15137",1630405,1,0
"15138",1905762,1,0
"15139",1755951,1,0
"15140",2044250,1,0
"15141",1179570,2,0
"15142",1539147,2,0
"15143",1431773,2,0
"15144",1849208,2,0
"15145",1880156,2,0
"15146",1847011,2,0
"15147",1577672,2,0
"15148",1550300,2,0
"15149",1915436,2,0
"15150",2192615,2,0
"15151",1388272,2,0
"15152",1084993,2,0
"15153",2103365,2,0
"15154",2012855,2,0
"15155",1922086,2,0
"15156",1946931,2,0
"15157",2100279,2,0
"15158",1342908,2,0
"15159",1854713,2,0
"15160",1244421,2,0
"15161",1135234,2,0
"15162",1022411,2,0
"15163",1815463,2,0
"15164",1812106,2,0
"15165",1076788,2,0
"15166",1427073,2,0
"15167",1294846,2,0
"15168",1350692,2,0
"15169",1758525,2,0
"15170",1850527,2,0
"15171",2086049,2,0
"15172",1333843,2,0
"15173",1380583,2,0
"15174",1716635,2,0
"15175",1875358,2,0
"15176",1452528,2,0
"15177",2096790,2,0
"15178",1275008,2,0
"15179",1699062,2,0
"15180",1734158,2,0
"15181",1831122,2,0
"15182",1612204,2,1
"15183",2118953,2,1
"15184",1325920,3,0
"15185",1347293,3,0
"15186",1356339,3,0
"15187",2000301,3,0
"15188",1215134,3,0
"15189",2004183,3,0
"15190",1650417,3,0
"15191",1234021,3,0
"15192",1388733,3,0
"15193",1354435,3,0
"15194",2011066,3,0
"15195",1799182,3,0
"15196",1034012,3,0
"15197",1722327,3,0
"15198",2002720,3,0
"15199",1293797,3,0
"15200",1384314,3,0
"15201",1606795,3,0
"15202",1553771,3,0
"15203",1072502,3,0
"15204",1050667,3,0
"15205",1939739,3,0
"15206",1046340,3,0
"15207",2154826,3,0
"15208",1894612,3,0
"15209",1618981,3,0
"15210",1828635,3,0
"15211",1823544,3,0
"15212",1040339,3,0
"15213",1296072,3,0
"15214",1301980,3,0
"15215",1957427,3,0
"15216",1047189,3,0
"15217",1480389,3,1
"15218",1455534,3,1
"15219",1805677,3,1
"15220",2021043,4,0
"15221",1688966,4,0
"15222",1225222,4,0
"15223",1542750,4,0
"15224",1886627,4,0
"15225",1825481,4,0
"15226",2049988,4,0
"15227",1232578,4,0
"15228",1527976,4,0
"15229",1678179,4,0
"15230",1473141,4,0
"15231",1671630,4,0
"15232",1990512,4,0
"15233",1759920,3,2
"15234",1549952,4,1
"15235",1962530,5,0
"15236",1279386,5,0
"15237",1022213,5,0
"15238",1724108,5,0
"15239",2102155,5,0
"15240",1867702,5,0
"15241",1246588,5,0
"15242",1664742,5,0
"15243",1983596,5,0
"15244",1068583,5,0
"15245",1500088,5,0
"15246",2120904,5,0
"15247",1193605,5,0
"15248",1577569,5,0
"15249",1382390,5,0
"15250",1447523,4,2
"15251",2106517,5,1
"15252",1209952,5,1
"15253",1770282,6,0
"15254",1390251,6,0
"15255",2163859,6,0
"15256",1535031,6,0
"15257",1780141,6,0
"15258",1855756,6,0
"15259",1605874,6,0
"15260",1133404,6,0
"15261",1503157,6,0
"15262",1292293,6,0
"15263",1423396,6,0
"15264",2154371,6,0
"15265",1428091,6,0
"15266",1976235,6,0
"15267",1447363,6,0
"15268",1408807,4,3
"15269",2180364,7,0
"15270",2161334,7,0
"15271",1620238,7,0
"15272",2070707,7,0
"15273",1204832,7,0
"15274",1091719,7,0
"15275",1797754,7,0
"15276",1279295,7,0
"15277",1841287,7,0
"15278",1337305,7,0
"15279",1400204,7,0
"15280",1851013,7,0
"15281",1440247,7,0
"15282",1373337,7,0
"15283",1580788,7,0
"15284",1240450,7,0
"15285",1091921,7,0
"15286",1492605,7,0
"15287",1356141,5,3
"15288",1662444,7,1
"15289",1500216,6,2
"15290",1982166,8,0
"15291",1418449,8,0
"15292",2113178,8,0
"15293",2054440,8,0
"15294",2087432,8,0
"15295",2181588,8,0
"15296",1325592,7,2
"15297",1792212,9,0
"15298",2054649,9,0
"15299",1824504,9,0
"15300",1586120,9,0
"15301",1092646,9,0
"15302",1262999,9,0
"15303",2015214,9,0
"15304",2001980,9,0
"15305",1480021,9,0
"15306",1580342,9,0
"15307",1715881,9,0
"15308",1697643,7,3
"15309",1072714,10,0
"15310",1743744,10,0
"15311",1066758,10,0
"15312",2174833,10,0
"15313",2134717,10,0
"15314",1612322,10,0
"15315",1210207,10,0
"15316",1850781,10,0
"15317",1332208,7,4
"15318",1942753,11,0
"15319",1066173,11,0
"15320",1042935,11,0
"15321",1701050,11,0
"15322",2189808,12,0
"15323",1556635,12,0
"15324",1271235,12,0
"15325",2154032,12,0
"15326",1019624,12,0
"15327",2154600,12,0
"15328",1028543,12,0
"15329",1479950,12,1
"15330",1821338,13,0
"15331",1147577,13,0
"15332",1806226,13,0
"15333",1157771,9,5
"15334",1924732,13,1
"15335",1898305,14,0
"15336",1047735,14,0
"15337",1161600,14,0
"15338",1333308,14,0
"15339",1101298,14,0
"15340",1176171,14,0
"15341",2031588,14,0
"15342",1873018,13,2
"15343",1401959,13,2
"15344",1066197,15,0
"15345",1810034,15,0
"15346",1254572,15,0
"15347",1192558,15,0
"15348",2031078,15,0
"15349",1904136,16,0
"15350",1017612,16,0
"15351",1155331,16,0
"15352",2000766,9,8
"15353",1244046,14,3
"15354",1151797,16,1
"15355",1896937,17,0
"15356",1878953,17,0
"15357",1748010,17,0
"15358",2017755,17,0
"15359",1422996,17,0
"15360",1615853,17,0
"15361",1798648,18,0
"15362",1236590,18,0
"15363",1832937,18,0
"15364",2050944,18,0
"15365",1463918,18,0
"15366",1018974,18,0
"15367",1569396,19,0
"15368",1439471,19,0
"15369",1567754,19,0
"15370",1474146,19,0
"15371",1419664,19,0
"15372",1453080,19,1
"15373",1328228,20,0
"15374",1015469,20,0
"15375",2186687,20,0
"15376",1902471,20,0
"15377",1897174,22,0
"15378",1513553,22,0
"15379",1056744,22,0
"15380",1985093,23,0
"15381",1702188,23,0
"15382",2131927,23,0
"15383",1876200,18,6
"15384",1874961,24,0
"15385",1997534,24,0
"15386",1406933,18,7
"15387",1334622,25,0
"15388",1802049,22,4
"15389",1180209,26,0
"15390",1468072,20,7
"15391",1333176,27,0
"15392",1135159,27,0
"15393",1852595,27,0
"15394",2077161,25,3
"15395",1127004,28,0
"15396",1200562,28,0
"15397",1335272,29,0
"15398",1589626,29,0
"15399",2127392,29,0
"15400",1951581,29,0
"15401",1603170,29,0
"15402",1164155,29,0
"15403",1598900,29,0
"15404",1402373,29,0
"15405",1229057,29,0
"15406",1388806,21,10
"15407",1310196,29,2
"15408",1086758,28,2
"15409",1686098,30,0
"15410",1333965,30,0
"15411",1164070,30,0
"15412",1324169,23,10
"15413",1409806,30,3
"15414",2057121,33,0
"15415",1183338,33,0
"15416",1007600,33,1
"15417",1712258,34,0
"15418",1281412,34,0
"15419",1003481,34,0
"15420",1070142,34,1
"15421",1261113,28,7
"15422",2100184,35,0
"15423",1594903,35,0
"15424",1460985,22,15
"15425",1712478,36,1
"15426",1059643,37,0
"15427",1520922,34,4
"15428",1911312,31,8
"15429",1492962,34,5
"15430",1735708,38,0
"15431",1917744,38,0
"15432",1334848,39,0
"15433",1543650,38,0
"15434",1052493,39,0
"15435",1740819,36,4
"15436",1196031,35,5
"15437",1018107,40,0
"15438",1781821,40,0
"15439",1066497,40,0
"15440",1218494,40,0
"15441",1734431,40,0
"15442",1053013,39,3
"15443",1282389,41,0
"15444",1353271,42,0
"15445",1240932,42,0
"15446",1170939,41,0
"15447",1763681,42,0
"15448",1137097,44,0
"15449",1900494,44,0
"15450",1220451,44,0
"15451",1110424,41,4
"15452",1689033,45,0
"15453",1334700,45,0
"15454",1339398,45,0
"15455",1847018,45,0
"15456",1995361,47,0
"15457",1944335,46,0
"15458",1519242,47,0
"15459",1894495,46,0
"15460",1288580,47,0
"15461",1023761,47,0
"15462",1904603,45,3
"15463",2143641,39,10
"15464",1968416,49,0
"15465",1103482,49,0
"15466",1432711,48,0
"15467",1816242,48,0
"15468",1962337,35,16
"15469",1828756,39,12
"15470",1699976,50,0
"15471",1881035,50,0
"15472",1763671,50,0
"15473",1625262,50,0
"15474",1082056,53,0
"15475",1781471,52,0
"15476",1219212,52,0
"15477",1108553,51,3
"15478",1850620,54,1
"15479",1471939,55,0
"15480",1453896,55,0
"15481",2097158,50,6
"15482",2006070,56,0
"15483",1561558,58,0
"15484",1752048,59,0
"15485",1408168,59,0
"15486",1255930,49,14
"15487",1924741,61,0
"15488",1318971,63,0
"15489",1306011,44,21
"15490",2086815,64,1
"15491",1460213,65,0
"15492",1265828,67,0
"15493",1446288,67,0
"15494",1812235,68,0
"15495",2138764,67,0
"15496",1363764,66,0
"15497",1726592,55,15
"15498",1668905,69,0
"15499",1436004,74,0
"15500",1058034,73,0
"15501",1439280,75,2
"15502",1897194,63,16
"15503",1216012,78,0
"15504",1890609,80,0
"15505",1362652,47,35
"15506",1286157,81,1
"15507",1441660,82,2
"15508",1104332,81,0
"15509",1683481,84,0
"15510",1410835,86,0
"15511",1497801,56,35
"15512",1636134,45,43
"15513",1611701,91,0
"15514",1583968,91,0
"15515",1523906,90,0
"15516",1965956,90,0
"15517",1359457,89,0
"15518",1536253,91,0
"15519",1029808,91,0
"15520",1271656,88,4
"15521",1165036,89,3
"15522",2056770,98,0
"15523",1453882,98,0
"15524",1948335,85,19
"15525",1094609,93,7
"15526",1439463,92,11
"15527",1746440,80,20
"15528",1417354,95,8
"15529",1094514,102,0
"15530",1297246,104,2
"15531",1661478,112,1
"15532",1119801,112,0
"15533",1338348,111,0
"15534",2090055,112,0
"15535",1727267,109,10
"15536",1572024,117,0
"15537",2110392,118,0
"15538",1724395,115,0
"15539",1721912,115,0
"15540",1071856,114,0
"15541",1018553,117,0
"15542",1960001,118,3
"15543",1667850,95,33
"15544",1683978,80,54
"15545",1096642,135,1
"15546",1848151,131,0
"15547",1875079,120,23
"15548",1500733,141,0
"15549",1852716,79,69
"15550",1815278,110,35
"15551",1826574,147,0
"15552",1231641,154,0
"15553",1813254,152,0
"15554",1282176,155,0
"15555",1204638,156,0
"15556",1241924,119,41
"15557",1700955,158,0
"15558",2031307,115,51
"15559",1799818,168,0
"15560",1494622,171,0
"15561",1670239,175,0
"15562",1144112,180,6
"15563",2152880,184,2
"15564",1089359,187,0
"15565",1660856,186,0
"15566",1587946,194,0
"15567",1932553,206,0
"15568",1252295,204,0
"15569",1071698,201,0
"15570",1255482,212,0
"15571",1606883,223,0
"15572",2143579,233,0
"15573",1748353,203,38
"15574",1365577,238,6
"15575",1431788,246,0
"15576",1174483,131,118
"15577",1744795,228,20
"15578",1794742,229,42
"15579",1628730,259,6
"15580",1689439,264,0
"15581",1483655,218,65
"15582",1883937,278,1
"15583",1507310,279,0
"15584",1993844,292,11
"15585",1429308,273,30
"15586",1504492,302,0
"15587",1606896,274,51
"15588",1506529,323,0
"15589",2048193,309,0
"15590",2142000,200,128
"15591",1433799,330,1
"15592",1687580,332,0
"15593",1283359,361,0
"15594",1709714,362,0
"15595",1126053,403,0
"15596",1670970,431,0
"15597",1702459,462,5
"15598",1231558,467,0
"15599",2066377,477,0
"15600",1376546,476,0
"15601",1220972,308,182
"15602",1611799,480,5
"15603",1342384,493,0
"15604",1523098,498,0
"15605",2175108,412,156
"15606",1592162,590,67
"15607",1717397,535,75
"15608",1445171,614,0
"15609",1653338,710,0
"15610",1650010,730,0
"15611",2004608,798,0
"15612",1724137,886,0
"15613",1038621,952,0
"15614",1538989,1128,33
"15615",1852752,1205,0
"15616",1304341,1816,0
"15617",2109921,1546,0
"15618",1289932,4910,0
"15619",1388597,1,0
"15620",1442535,1,0
"15621",1106283,1,0
"15622",1076518,1,0
"15623",1326312,1,0
"15624",1069208,1,0
"15625",1158794,1,0
"15626",1226663,1,0
"15627",1246650,1,0
"15628",2034097,1,0
"15629",1565401,1,0
"15630",1251726,1,0
"15631",1205646,1,0
"15632",1539975,1,0
"15633",2090682,1,0
"15634",1554066,1,0
"15635",2020996,1,0
"15636",1626247,1,0
"15637",1746180,1,0
"15638",2164338,1,0
"15639",1612337,1,0
"15640",2044208,1,0
"15641",1018353,1,0
"15642",2023259,1,0
"15643",2020208,1,0
"15644",1464735,1,0
"15645",2193056,1,0
"15646",1273550,1,0
"15647",1707134,1,0
"15648",1363841,1,0
"15649",1740636,2,0
"15650",1646020,2,0
"15651",1901822,2,0
"15652",1531093,2,0
"15653",1717026,2,0
"15654",1843785,2,0
"15655",1358452,2,0
"15656",1596148,2,0
"15657",1614736,2,0
"15658",2155279,2,0
"15659",2026691,2,0
"15660",1180123,2,0
"15661",1727124,2,0
"15662",1668281,2,0
"15663",1115043,2,0
"15664",1026311,2,0
"15665",1744968,2,0
"15666",1041599,2,0
"15667",1637727,2,0
"15668",1728039,2,0
"15669",1440660,2,0
"15670",1994904,2,0
"15671",1068916,2,0
"15672",1549960,2,0
